2026/05/06 18:46:43.912, 22791, 29
2026/05/06 18:46:45.917, 22791, 0
2026/05/06 18:46:47.918, 22791, 0
2026/05/06 18:46:49.918, 22791, 0
2026/05/06 18:46:51.919, 22791, 0
2026/05/06 18:46:53.919, 22791, 0
2026/05/06 18:46:55.920, 22791, 100
2026/05/06 18:46:57.920, 22791, 100
2026/05/06 18:46:59.920, 22791, 100
2026/05/06 18:47:01.921, 22791, 100
2026/05/06 18:47:03.921, 22791, 100
2026/05/06 18:47:05.922, 22791, 100
2026/05/06 18:47:07.923, 22791, 100
2026/05/06 18:47:09.923, 22791, 100
2026/05/06 18:47:11.923, 22791, 100
2026/05/06 18:47:13.924, 22791, 100
2026/05/06 18:47:15.924, 22791, 100
2026/05/06 18:47:17.925, 22791, 100
