2026/05/06 19:37:48.896, 23991, 0
2026/05/06 19:37:50.901, 23991, 0
2026/05/06 19:37:52.902, 23991, 0
2026/05/06 19:37:54.902, 23991, 0
2026/05/06 19:37:56.903, 23991, 0
2026/05/06 19:37:58.903, 23991, 0
2026/05/06 19:38:00.903, 23991, 0
2026/05/06 19:38:02.904, 23991, 0
2026/05/06 19:38:04.904, 23991, 0
2026/05/06 19:38:06.904, 23991, 0
2026/05/06 19:38:08.905, 23991, 0
2026/05/06 19:38:10.905, 23991, 0
2026/05/06 19:38:12.906, 23991, 0
2026/05/06 19:38:14.906, 23991, 0
2026/05/06 19:38:16.906, 23991, 0
2026/05/06 19:38:18.907, 23991, 0
2026/05/06 19:38:20.907, 23991, 0
2026/05/06 19:38:22.907, 23991, 0
2026/05/06 19:38:24.908, 23991, 0
2026/05/06 19:38:26.908, 23991, 0
2026/05/06 19:38:28.909, 23991, 0
2026/05/06 19:38:30.909, 23991, 0
2026/05/06 19:38:32.909, 23991, 0
2026/05/06 19:38:34.910, 23991, 0
2026/05/06 19:38:36.910, 23991, 0
2026/05/06 19:38:38.911, 23991, 0
2026/05/06 19:38:40.911, 23991, 0
2026/05/06 19:38:42.911, 23991, 0
2026/05/06 19:38:44.912, 23991, 0
2026/05/06 19:38:46.912, 23991, 0
2026/05/06 19:38:48.912, 23991, 0
2026/05/06 19:38:50.913, 23991, 0
2026/05/06 19:38:52.913, 23991, 0
2026/05/06 19:38:54.914, 23991, 0
2026/05/06 19:38:56.914, 23991, 0
2026/05/06 19:38:58.914, 23991, 0
2026/05/06 19:39:00.915, 23991, 0
2026/05/06 19:39:02.915, 23991, 0
2026/05/06 19:39:04.915, 23991, 0
2026/05/06 19:39:06.916, 23991, 0
2026/05/06 19:39:08.916, 23991, 0
2026/05/06 19:39:10.916, 23991, 0
2026/05/06 19:39:12.917, 23991, 0
2026/05/06 19:39:14.917, 23991, 0
2026/05/06 19:39:16.917, 23991, 0
2026/05/06 19:39:18.918, 23991, 0
2026/05/06 19:39:20.918, 23991, 0
2026/05/06 19:39:22.918, 23991, 0
2026/05/06 19:39:24.919, 23991, 0
2026/05/06 19:39:26.919, 23991, 0
2026/05/06 19:39:28.951, 23991, 0
2026/05/06 19:39:30.952, 23991, 0
2026/05/06 19:39:32.952, 23991, 0
2026/05/06 19:39:34.953, 23991, 0
2026/05/06 19:39:36.967, 23991, 0
2026/05/06 19:39:38.967, 23991, 0
2026/05/06 19:39:40.967, 23991, 0
2026/05/06 19:39:42.967, 23991, 0
2026/05/06 19:39:44.968, 23991, 0
2026/05/06 19:39:46.968, 23991, 0
2026/05/06 19:39:48.968, 23991, 0
2026/05/06 19:39:50.969, 23991, 0
2026/05/06 19:39:52.969, 23991, 0
2026/05/06 19:39:54.969, 23991, 0
2026/05/06 19:39:56.970, 23991, 0
2026/05/06 19:39:58.970, 23991, 0
2026/05/06 19:40:00.970, 23991, 0
2026/05/06 19:40:02.971, 23991, 0
2026/05/06 19:40:04.971, 23991, 0
2026/05/06 19:40:06.972, 23991, 0
2026/05/06 19:40:08.972, 23991, 0
2026/05/06 19:40:10.973, 23991, 0
2026/05/06 19:40:12.973, 23991, 0
2026/05/06 19:40:14.973, 23991, 0
2026/05/06 19:40:16.974, 23991, 0
2026/05/06 19:40:18.974, 23991, 0
2026/05/06 19:40:20.975, 23991, 0
2026/05/06 19:40:22.975, 23991, 0
2026/05/06 19:40:24.975, 23991, 0
2026/05/06 19:40:26.976, 23991, 0
2026/05/06 19:40:28.976, 23991, 0
2026/05/06 19:40:30.977, 23991, 0
2026/05/06 19:40:32.977, 23991, 0
2026/05/06 19:40:34.978, 23991, 0
2026/05/06 19:40:36.978, 23991, 0
2026/05/06 19:40:38.979, 23991, 0
2026/05/06 19:40:40.979, 23991, 0
2026/05/06 19:40:42.980, 23991, 0
2026/05/06 19:40:44.980, 23991, 0
2026/05/06 19:40:46.980, 23991, 0
2026/05/06 19:40:48.981, 23991, 0
2026/05/06 19:40:50.981, 23991, 0
2026/05/06 19:40:52.981, 23991, 0
2026/05/06 19:40:54.982, 23991, 0
2026/05/06 19:40:56.982, 23991, 0
2026/05/06 19:40:58.982, 23991, 0
2026/05/06 19:41:00.983, 23991, 0
2026/05/06 19:41:02.983, 23991, 0
2026/05/06 19:41:04.984, 23991, 0
2026/05/06 19:41:06.984, 23991, 0
2026/05/06 19:41:08.984, 23991, 0
2026/05/06 19:41:10.984, 23991, 0
2026/05/06 19:41:12.985, 23991, 0
2026/05/06 19:41:14.985, 23991, 0
2026/05/06 19:41:16.986, 23991, 0
2026/05/06 19:41:18.986, 23991, 0
2026/05/06 19:41:20.986, 23991, 0
2026/05/06 19:41:22.987, 23991, 0
2026/05/06 19:41:24.987, 23991, 0
2026/05/06 19:41:26.987, 23991, 0
2026/05/06 19:41:28.988, 23991, 0
2026/05/06 19:41:30.988, 23991, 0
2026/05/06 19:41:32.988, 23991, 0
2026/05/06 19:41:34.989, 23991, 0
2026/05/06 19:41:36.989, 23991, 0
2026/05/06 19:41:38.990, 23991, 0
2026/05/06 19:41:40.990, 23991, 0
2026/05/06 19:41:42.990, 23991, 0
