2026/05/03 07:31:34.960, 10269, 0
2026/05/03 07:31:36.964, 10269, 0
2026/05/03 07:31:38.964, 10269, 0
2026/05/03 07:31:40.965, 10269, 0
2026/05/03 07:31:42.965, 10269, 0
2026/05/03 07:31:44.965, 10269, 0
2026/05/03 07:31:46.966, 10269, 100
2026/05/03 07:31:48.966, 10269, 73
2026/05/03 07:31:50.966, 10269, 83
2026/05/03 07:31:52.967, 10269, 74
2026/05/03 07:31:54.967, 10269, 75
2026/05/03 07:31:56.967, 10269, 99
2026/05/03 07:31:58.968, 10269, 83
2026/05/03 07:32:00.968, 10269, 83
2026/05/03 07:32:02.968, 10269, 99
2026/05/03 07:32:04.969, 10269, 75
2026/05/03 07:32:06.969, 10269, 81
