2026/05/03 07:35:44.686, 17117, 0
2026/05/03 07:35:46.689, 17117, 0
2026/05/03 07:35:48.689, 17117, 0
2026/05/03 07:35:50.690, 17117, 0
2026/05/03 07:35:52.690, 17117, 0
2026/05/03 07:35:54.691, 17117, 0
2026/05/03 07:35:56.691, 19389, 91
2026/05/03 07:35:58.691, 20157, 84
2026/05/03 07:36:00.692, 20157, 78
2026/05/03 07:36:02.692, 20157, 84
2026/05/03 07:36:04.693, 20157, 74
2026/05/03 07:36:06.693, 20157, 73
2026/05/03 07:36:08.693, 20157, 78
2026/05/03 07:36:10.694, 20157, 98
2026/05/03 07:36:12.694, 20157, 83
2026/05/03 07:36:14.694, 20157, 82
2026/05/03 07:36:16.695, 20157, 97
2026/05/03 07:36:18.695, 20157, 84
2026/05/03 07:36:20.696, 20157, 83
