2026/05/03 06:25:10.099, 22747, 66
2026/05/03 06:25:12.103, 22747, 0
2026/05/03 06:25:14.103, 22747, 0
2026/05/03 06:25:16.104, 22747, 0
2026/05/03 06:25:18.104, 22747, 0
2026/05/03 06:25:20.104, 22747, 0
2026/05/03 06:25:22.105, 22747, 100
2026/05/03 06:25:24.105, 22747, 100
2026/05/03 06:25:26.106, 22747, 100
2026/05/03 06:25:28.106, 22747, 100
2026/05/03 06:25:30.106, 22747, 100
2026/05/03 06:25:32.107, 22747, 100
2026/05/03 06:25:34.107, 22747, 100
2026/05/03 06:25:36.108, 22747, 100
2026/05/03 06:25:38.108, 22747, 100
2026/05/03 06:25:40.109, 22747, 100
2026/05/03 06:25:42.109, 22747, 100
2026/05/03 06:25:44.110, 22747, 100
